speech,label,label_id,record_position
○議長（細田博之君）　各委員会及び憲法審査会から申出のあった案件中、まず、内閣委員会から申出の国葬儀法案、総務委員会から申出の地方自治法の一部を改正する法律案、安全保障委員会から申出の自衛隊法及び海上保安庁法の一部を改正する法律案、領域等の警備及び海上保安体制の強化に関する法律案、三木圭恵君外二名提出、防衛省の職員の給与等に関する法律の一部を改正する法律案（第二百十回国会衆法第七号）及び防衛省の職員の給与等に関する法律の一部を改正する法律案（第二百十回国会衆法第八号）、政治倫理の確立及び公職選挙法改正に関する特別委員会から申出の公職選挙法及び地方自治法の一部を改正する法律案及びインターネット投票の導入の推進に関する法律案、憲法審査会から申出の日本国憲法の改正手続に関する法律の一部を改正する法律案は、各委員会及び憲法審査会において閉会中審査をするに賛成の諸君の起立を求めます,その他,4,1
"
〔賛成者起立〕",その他,4,1
○山口委員長　次に、各委員会及び憲法審査会からの閉会中審査申出の件についてでありますが、国家基本政策委員会及び懲罰委員会を除く内閣委員会外十四常任委員会、災害対策特別委員会外七特別委員会並びに憲法審査会から、お手元の印刷物のとおり閉会中審査の申出が参っております,その他,4,2
"
―――――――――――――
第二百十一回国会各委員会及び憲法審査会閉会中審査申出案件
内閣委員会
一、新型コロナウイルス感染症等の影響を受けた低所得者に対する特別給付金の支給に関する法律案（中谷一馬君外十三名提出、第二百七回国会衆法第一〇号）
二、性暴力被害者の支援に関する法律案（阿部知子君外十一名提出、第二百八回国会衆法第五四号）
三、性的指向又は性自認を理由とする差別の解消等の推進に関する法律案（大河原まさこ君外十名提出、第二百八回国会衆法第五五号）
四、多文化共生社会基本法案（中川正春君外七名提出、第二百八回国会衆法第五八号）
五、国葬儀法案（青柳仁士君外三名提出、第二百十回国会衆法第二号）
六、性をめぐる個人の尊厳が重んぜられる社会の形成に資するために性行為映像制作物への出演に係る被害の防止を図り及び出演者の救済に資するための出演契約等に関する特則等に関する法律の一部を改正する法律案（堀場幸子君外二名提出、第二百十回国会衆法第一四号）
七、国家公務員法の一部を改正する法律案（守島正君外十四名提出、衆法第二八号）
八、持続可能な開発の目標の達成に向けた諸施策の総合的かつ一体的な推進に関する法律案（櫻井周君外五名提出、衆法第三〇号）
九、公文書等の管理に関する法律の一部を改正する法律案（源馬謙太郎君外十五名提出、衆法第三一号）
一〇、公文書等の管理の適正化の推進に関する法律案（源馬謙太郎君外十五名提出、衆法第三二号）
一一、国家公務員法等の一部を改正する法律案（大島敦君外十六名提出、衆法第四二号）
一二、国家公務員の労働関係に関する法律案（大島敦君外十六名提出、衆法第四三号）
一三、公務員庁設置法案（大島敦君外十六名提出、衆法第四四号）
一四、我が国の総合的な安全保障の確保を図るための土地等の取得、利用及び管理の規制に関する施策の推進に関する法律案（青柳仁士君外三名提出、衆法第四七号）
一五、内閣の重要政策に関する件
一六、公務員の制度及び給与並びに行政機構に関する件
一七、栄典及び公式制度に関する件
一八、男女共同参画社会の形成の促進に関する件
一九、国民生活の安定及び向上に関する件
二〇、警察に関する件
総務委員会
一、日本放送協会改革推進法案（中司宏君外二名提出、第二百八回国会衆法第一七号）
二、インターネット誹謗中傷対策の推進に関する法律案（岩谷良平君外五名提出、第二百八回国会衆法第三六号）
三、地方自治法の一部を改正する法律案（中司宏君外四名提出、第二百八回国会衆法第四七号）
四、地方公務員法等の一部を改正する法律案（大島敦君外十六名提出、衆法第四五号）
五、地方公務員の労働関係に関する法律案（大島敦君外十六名提出、衆法第四六号）
六、行政の基本的制度及び運営並びに恩給に関する件
七、地方自治及び地方税財政に関する件
八、情報通信及び電波に関する件
九、郵政事業に関する件
一〇、消防に関する件
法務委員会
一、戦争等避難者に係る出入国管理及び難民認定法の特例等に関する法律案（鈴木庸介君外五名提出、第二百八回国会衆法第二二号）
二、国家賠償法の一部を改正する法律案（階猛君外五名提出、第二百八回国会衆法第五二号）
三、民法の一部を改正する法律案（枝野幸男君外十名提出、第二百八回国会衆法第五三号）
四、民法の一部を改正する法律案（大河原まさこ君外五名提出、衆法第三号）
五、一般社団法人及び一般財団法人に関する法律の一部を改正する法律案（堀場幸子君外三名提出、衆法第三六号）
六、裁判所の司法行政に関する件
七、法務行政及び検察行政に関する件
八、国内治安に関する件
九、人権擁護に関する件
外務委員会
一、特定人権侵害行為への対処に関する法律案（松原仁君外五名提出、第二百八回国会衆法第六〇号）
二、国際情勢に関する件
財務金融委員会
一、揮発油等の価格の高騰から国民生活及び国民経済を守るための東日本大震災の被災者等に係る国税関係法律の臨時特例に関する法律及び地方税法の一部を改正する等の法律案（足立康史君外二名提出、第二百七回国会衆法第二号）
二、現下の揮発油等の価格の高騰から国民生活及び国民経済を守るための揮発油税等に関する法律の臨時特例等に関する法律案（末松義規君外七名提出、第二百七回国会衆法第三号）
三、所得税法等の一部を改正する法律の一部を改正する法律案（末松義規君外九名提出、第二百八回国会衆法第二三号）
四、現下の物価の高騰による国民生活及び国民経済への悪影響を緩和するために講ずべき国民負担の軽減等に関する措置に関する法律案（足立康史君外二名提出、第二百八回国会衆法第三二号）
五、消費税の減税その他の税制の見直しに関する法律案（小川淳也君外七名提出、第二百八回国会衆法第五九号）
六、日本銀行法の一部を改正する法律案（青柳仁士君外三名提出、衆法第一号）
七、消費税の逆進性を緩和するための給付付き税額控除の導入等に関する法律案（階猛君外八名提出、衆法第二九号）
八、公益法人等に対する寄附を促進するための税制上の措置等に関する法律案（住吉寛紀君外三名提出、衆法第三七号）
九、財政法の一部を改正する法律案（階猛君外六名提出、衆法第三八号）
一〇、財政に関する件
一一、税制に関する件
一二、関税に関する件
一三、外国為替に関する件
一四、国有財産に関する件
一五、たばこ事業及び塩事業に関する件
一六、印刷事業に関する件
一七、造幣事業に関する件
一八、金融に関する件
一九、証券取引に関する件
文部科学委員会
一、学校給食法の一部を改正する法律案（菊田真紀子君外九名提出、衆法第一一号）
二、公立学校働き方改革の推進に関する法律案（城井崇君外十名提出、衆法第二二号）
三、宗教法人法の一部を改正する法律案（堀場幸子君外三名提出、衆法第三五号）
四、文部科学行政の基本施策に関する件
五、生涯学習に関する件
六、学校教育に関する件
七、科学技術及び学術の振興に関する件
八、科学技術の研究開発に関する件
九、文化芸術、スポーツ及び青少年に関する件
厚生労働委員会
一、介護・障害福祉従事者の人材確保に関する特別措置法案（早稲田ゆき君外十六名提出、第二百八回国会衆法第三〇号）
二、公職の候補者となる労働者の雇用の継続の確保のための立候補休暇に関する法律案（落合貴之君外六名提出、第二百八回国会衆法第四〇号）
三、新型インフルエンザ等治療用特定医薬品の指定及び使用に関する特別措置法案（早稲田ゆき君外八名提出、第二百十回国会衆法第六号）
四、障害者の日常生活及び社会生活を総合的に支援するための法律の一部を改正する法律案（道下大樹君外十名提出、第二百十回国会衆法第一一号）
五、短時間労働者及び有期雇用労働者の雇用管理の改善等に関する法律等の一部を改正する法律案（西村智奈美君外十名提出、衆法第八号）
六、新型コロナウイルス感染症の罹患後症状に係る対策の推進に関する法律案（小川淳也君外九名提出、衆法第三三号）
七、新型コロナウイルス感染症に係る予防接種による健康被害の救済等に係る措置に関する法律案（早稲田ゆき君外九名提出、衆法第三四号）
八、厚生労働関係の基本施策に関する件
九、社会保障制度、医療、公衆衛生、社会福祉及び人口問題に関する件
一〇、労使関係、労働基準及び雇用・失業対策に関する件
農林水産委員会
一、国有林野事業に従事する職員の労働関係を円滑に調整するための行政執行法人の労働関係に関する法律の一部を改正する法律案（金子恵美君外四名提出、第二百八回国会衆法第四四号）
二、国有林野事業に従事する職員の給与等に関する特例法案（金子恵美君外四名提出、第二百八回国会衆法第四五号）
三、農林水産関係の基本施策に関する件
四、食料の安定供給に関する件
五、農林水産業の発展に関する件
六、農林漁業者の福祉に関する件
七、農山漁村の振興に関する件
経済産業委員会
一、新型コロナウイルス感染症等の影響を受けている中小事業者等に対する緊急の支援に関する法律案（山岡達丸君外九名提出、第二百八回国会衆法第三号）
二、新型コロナウイルス感染症等の影響を受けている中小事業者に対する金融の円滑化の促進に関する法律案（落合貴之君外九名提出、第二百八回国会衆法第二四号）
三、自動車産業における脱炭素化の推進に関する法律案（重徳和彦君外十五名提出、第二百八回国会衆法第三五号）
四、中小企業正規労働者雇入臨時助成金の支給に関する法律案（後藤祐一君外八名提出、第二百八回国会衆法第四六号）
五、分散型エネルギー利用の促進に関する法律案（山崎誠君外六名提出、第二百八回国会衆法第五六号）
六、国等によるその設置する施設の省エネルギー・再生可能エネルギー源利用改修等の実施等に関する法律案（田嶋要君外五名提出、第二百八回国会衆法第五七号）
七、発電に関する原子力の利用に係る責任を明確化するための改革の推進に関する法律案（小野泰輔君外二名提出、衆法第九号）
八、電力の取引における公正な競争の促進に関する法律案（小野泰輔君外二名提出、衆法第一〇号）
九、経済産業の基本施策に関する件
一〇、資源エネルギーに関する件
一一、特許に関する件
一二、中小企業に関する件
一三、私的独占の禁止及び公正取引に関する件
一四、鉱業等に係る土地利用の調整に関する件
国土交通委員会
一、新型コロナウイルス感染症等の影響を受けている観光関連事業者に対する緊急の支援に関する法律案（小宮山泰子君外七名提出、第二百八回国会衆法第六号）
二、特定土砂等の管理に関する法律案（足立康史君外二名提出、第二百八回国会衆法第一八号）
三、土砂等の置場の確保に関する法律案（足立康史君外二名提出、第二百八回国会衆法第一九号）
四、国土交通行政の基本施策に関する件
五、国土計画、土地及び水資源に関する件
六、都市計画、建築及び地域整備に関する件
七、河川、道路、港湾及び住宅に関する件
八、陸運、海運、航空及び観光に関する件
九、北海道開発に関する件
一〇、気象及び海上保安に関する件
環境委員会
一、環境の基本施策に関する件
二、地球温暖化の防止及び脱炭素社会の構築に関する件
三、循環型社会の形成に関する件
四、自然環境の保護及び生物多様性の確保に関する件
五、公害の防止及び健康被害の救済に関する件
六、原子力の規制に関する件
七、公害紛争の処理に関する件
安全保障委員会
一、自衛隊法及び海上保安庁法の一部を改正する法律案（前原誠司君外一名提出、第二百七回国会衆法第九号）
二、領域等の警備及び海上保安体制の強化に関する法律案（篠原豪君外十四名提出、第二百七回国会衆法第一一号）
三、防衛省の職員の給与等に関する法律の一部を改正する法律案（三木圭恵君外二名提出、第二百十回国会衆法第七号）
四、防衛省の職員の給与等に関する法律の一部を改正する法律案（三木圭恵君外二名提出、第二百十回国会衆法第八号）
五、国の安全保障に関する件
予算委員会
一、予算の実施状況に関する件
決算行政監視委員会
一、令和二年度一般会計歳入歳出決算
令和二年度特別会計歳入歳出決算
令和二年度国税収納金整理資金受払計算書
令和二年度政府関係機関決算書
二、令和二年度国有財産増減及び現在額総計算書
三、令和二年度国有財産無償貸付状況総計算書
四、令和三年度一般会計歳入歳出決算
令和三年度特別会計歳入歳出決算
令和三年度国税収納金整理資金受払計算書
令和三年度政府関係機関決算書
五、令和三年度国有財産増減及び現在額総計算書
六、令和三年度国有財産無償貸付状況総計算書
七、令和四年度一般会計新型コロナウイルス感染症及び原油価格・物価高騰対策予備費使用総調書及び各省各庁所管使用調書（その１）（承諾を求めるの件）
八、令和四年度一般会計予備費使用総調書及び各省各庁所管使用調書（その１）（承諾を求めるの件）
九、令和四年度特別会計予備費使用総調書及び各省各庁所管使用調書（その１）（承諾を求めるの件）
一〇、令和四年度一般会計新型コロナウイルス感染症及び原油価格・物価高騰対策予備費使用総調書及び各省各庁所管使用調書（その２）（承諾を求めるの件）
一一、令和四年度一般会計予備費使用総調書及び各省各庁所管使用調書（その２）（承諾を求めるの件）
一二、令和四年度特別会計予算総則第二十条第一項の規定による経費増額総調書及び各省各庁所管経費増額調書（承諾を求めるの件）
一三、歳入歳出の実況に関する件
一四、国有財産の増減及び現況に関する件
一五、政府関係機関の経理に関する件
一六、国が資本金を出資している法人の会計に関する件
一七、国が直接又は間接に補助金、奨励金、助成金等を交付し又は貸付金、損失補償等の財政援助を与えているものの会計に関する件
一八、行政監視に関する件
議院運営委員会
一、国会法の一部を改正する法律案（笠浩史君外七名提出、第二百十回国会衆法第一号）
二、国会議員の歳費、旅費及び手当等に関する法律等の一部を改正する法律案（渡辺周君外十一名提出、第二百十回国会衆法第一三号）
三、国会議員の秘書の給与等に関する法律の一部を改正する法律案（守島正君外三名提出、衆法第二七号）
四、我が国の経済及び財政等に関する将来の推計を信頼性のある統計等の情報に基づき中立公正に実施するための経済財政等将来推計委員会の設置に関する法律案（階猛君外六名提出、衆法第三九号）
五、国会法の一部を改正する法律案（階猛君外六名提出、衆法第四〇号）
六、国会法の一部を改正する法律案（古川元久君外五名提出、衆法第四八号）
七、新型コロナウイルス感染症対策検証委員会法案（古川元久君外五名提出、衆法第四九号）
八、国会議員の歳費、旅費及び手当等に関する法律の一部を改正する法律案（中司宏君外三名提出、衆法第五〇号）
九、衆議院規則の一部を改正する規則案（中司宏君外三名提出、衆規第一号）
一〇、国会法等改正に関する件
一一、議長よりの諮問事項
一二、その他議院運営委員会の所管に属する事項
災害対策特別委員会
一、災害対策に関する件
政治倫理の確立及び公職選挙法改正に関する特別委員会
一、公職選挙法及び地方自治法の一部を改正する法律案（落合貴之君外四名提出、第二百八回国会衆法第三九号）
二、政治資金規正法及び租税特別措置法の一部を改正する法律案（落合貴之君外四名提出、第二百八回国会衆法第四八号）
三、政治資金規正法の一部を改正する法律案（落合貴之君外四名提出、第二百八回国会衆法第四九号）
四、インターネット投票の導入の推進に関する法律案（落合貴之君外十四名提出、衆法第二三号）
五、政治倫理の確立及び公職選挙法改正に関する件
沖縄及び北方問題に関する特別委員会
一、沖縄及び北方問題に関する件
北朝鮮による拉致問題等に関する特別委員会
一、北朝鮮による拉致問題等に関する件
消費者問題に関する特別委員会
一、消費者の利益の擁護及び増進等に関する総合的な対策に関する件
東日本大震災復興特別委員会
一、東日本大震災復興の総合的対策に関する件
原子力問題調査特別委員会
一、原子力問題に関する件
地域活性化・こども政策・デジタル社会形成に関する特別委員会
一、保育等従業者の人材確保のための処遇の改善等に関する特別措置法案（岡本あき子君外十二名提出、第二百八回国会衆法第二八号）
二、通園バスの車内における幼児等の置き去りによる事故の防止その他の認定こども園等における幼児等の安全の確保のための措置等に関する法律案（青柳仁士君外九名提出、第二百十回国会衆法第三号）
三、子育て・若者緊急支援法案（青柳仁士君外八名提出、第二百十回国会衆法第一八号）
四、児童手当法の一部を改正する法律案（早稲田ゆき君外十名提出、衆法第二号）
五、副首都機能の整備の推進に関する法律案（中司宏君外二名提出、衆法第四号）
六、低所得である子育て世帯に対する緊急の支援に関する法律案（中谷一馬君外十一名提出、衆法第五号）
七、特定教育・保育施設における保育教諭等の配置の充実のための措置に関する法律案（浦野靖人君外九名提出、衆法第七号）
八、児童虐待の防止等に関する法律の一部を改正する法律案（菊田真紀子君外十一名提出、衆法第一五号）
九、保護者等による自動車内への子ども等の置き去りの防止に関する法律案（吉田統彦君外十一名提出、衆法第四一号）
一〇、地域活性化・こども政策・デジタル社会形成の総合的な対策に関する件
憲法審査会
一、日本国憲法の改正手続に関する法律の一部を改正する法律案（新藤義孝君外五名提出、第二百八回国会衆法第三四号）
―――――――――――――",その他,4,2
○岡田事務総長　まず最初に、動議により、本日各委員会の審査を終了いたしました四百五十四請願を議題といたします,その他,4,3
いずれも全会一致でございます,その他,4,3
"
次に、閉会中審査の件について議長からお諮りをいたします",その他,4,3
採決は、お手元の印刷物にございますとおり二回となります,その他,4,3
"
最後に、議長から、今国会の会期の終了に当たり御挨拶がございます",その他,4,3
"
本日の議事は、以上でございます",その他,4,3
